Fund Family,Parent Company,2025
MI Thornbridge Investment Funds,MI Thornbridge Investment Funds,542637116.0
MM Asset Management Limited,MM Asset Management Limited,639079044.0
MSM Property Fund,MSM Property Fund,112956083.0
Maestro Investment Management (Pty) Ltd,Maestro Investment Management (Pty) Ltd,15875016.0
MandG Investment Managers (Pty) Ltd,MandG,207446952761.0
MandG Investments Unit Trusts South Africa (RF) Ltd,MandG,52565430.0
Marathon Asset Management Limited,Marathon Asset Management Limited,6985140334.0
Marriott Asset Management (Pty) Ltd,Marriott Asset Management (Pty) Ltd,23352914098.0
Marriott Isle of Man Ltd,Marriott Isle of Man Ltd,3289380141.0
Martello Asset Management Limited,Martello Asset Management Limited,131821775.0
Matrix Fund Managers,Matrix Fund Managers,13254260880.0
Mazi Asset Management (Pty) Ltd,Mazi Asset Management (Pty) Ltd,482336383.0
Meago (Pty) Ltd,Meago (Pty) Ltd,262732632.0
Median Asset Management Cc,Median Asset Management Cc,113115818.0
Melville Douglas Investment Management,Melville Douglas Investment Management,5529287261.0
Mentenova,Mentenova,3910983691.0
Merchant West Investments (Pty) Ltd,Merchant West Investments (Pty) Ltd,4708633074.0
Mergence Investment Managers,Mergence Investment Managers,656902975.0
Methodical Investment Management,Methodical Investment Management,5801316211.0
Metope Investment Managers (Pty) Ltd,Metope Investment Managers (Pty) Ltd,206882398.0
MiPlan Proprietary Limited,MiPlan Proprietary Limited,5807389552.0
Mianzo Asset Management,Mianzo Asset Management,2585231585.0
MitonOptimal South Africa (Pty) Ltd,MitonOptimal South Africa (Pty) Ltd,3869639509.0
Momentum Consult (Pty) Ltd,Momentum,1517832327.0
Momentum Wealth International Limited,Momentum,1297660062.0
Momentum,Momentum,8908344743.0
Momentum Mutual Fund ICC Limited,Momentum,772333980.0
Momentum Global Investment Mgmt Ltd,Momentum,6294054060.0
Momentum Multi-Manager (Pty) Ltd,Momentum,52397515744.0
Momentum Asset Management,Momentum,31440326233.0
Momentum Securities (Pty) Ltd,Momentum,481968492.0
Montrose Asset Management,Montrose Asset Management,234048111.0
Morningstar Investment Management South Africa,Morningstar Investment Management South Africa,2474898777.0
Muhu Capital (Pty) Limited,Muhu Capital (Pty) Limited,586453000.0
NFB Asset Management (Pty) Limited,NFB Asset Management (Pty) Limited,9383735257.0
Nedgroup Investments (IOM) Ltd,Nedgroup,96559447953.0
Nedgroup Investments,Nedgroup,323518233716.0
Nest Egg Capital (Pty) Ltd,Nest Egg Capital (Pty) Ltd,1186897743.0
New Road Capital,New Road Capital,5506199922.0
Ninety One SA Proprietary Limited,Ninety One,267956853.0
Ninety One Guernsey Limited,Ninety One,19250170336.0
Ninety One SA (Pty) Limited,Ninety One,404939640344.0
Ninety One Luxembourg S.A.,Ninety One,321460962687.0
Ninety One Fund Managers SA (RF) (Pty) Ltd,Ninety One,37923935499.0
Noble Private Portfolios,Noble Private Portfolios,1883449608.0
Nomura,Nomura,962831.0
Nomura Asset Management U.K. Limited,Nomura Asset Management U.K. Limited,518332946.0
Northshore Capital (Pty) Ltd,Northshore Capital (Pty) Ltd,711557938.0
Northstar Asset Management (Pty) Ltd,Northstar Asset Management (Pty) Ltd,2703864238.0
Novare Investments Pty Ltd,Novare Investments Pty Ltd,569863218.0
Numoro (Pty) Ltd,Numoro (Pty) Ltd,310912654.0
OMBA Advisory & Investments Ltd,OMBA Advisory & Investments Ltd,2301613561.0
Oakhaven Capital (Pty) Ltd.,Oakhaven Capital (Pty) Ltd.,831912049.0
Oasis Crescent Management Co,Oasis Crescent Management Co,16158301735.0
Oasis Crescent Wealth (UK) Limited,Oasis Crescent Wealth (UK) Limited,8161141412.0
Obsidian Capital (Pty) Ltd,Obsidian Capital (Pty) Ltd,2526299590.0
Octagon Asset Managers,Octagon Asset Managers,2084499891.0
Odyssey Capital Managers (Pty) Limited,Odyssey Capital Managers (Pty) Limited,1265383291.0
Old Mutual Wealth Trust Company (Pty) Ltd,Old Mutual,299644213.0
Old Mutual Investment Group (Pty) Limited,Old Mutual,160256190662.0
Omega Capital (Pty) Ltd,Omega Capital (Pty) Ltd,1412398989.0
Optimum Investment Group (Pty) Ltd,Optimum Investment Group (Pty) Ltd,7266247133.0
Opulence Asset Management,Opulence Asset Management,586214200.0
Orbis Investment Management Limited,Orbis,49563966585.0
Orbis Investment Management (Luxembourg) S.A.,Orbis,20995834886.0
Orchard Investment Management,Orchard Investment Management,1408159290.0
Ordian Capital (Pty) Ltd,Ordian Capital (Pty) Ltd,911781365.0
Oribi Capital Partners (Pty) Ltd,Oribi Capital Partners (Pty) Ltd,1307618651.0
Oyster Catcher Investments (Pty) Ltd,Oyster Catcher Investments (Pty) Ltd,124256358.0
PFPS Asset Management (Pty) Ltd,PFPS Asset Management (Pty) Ltd,796652298.0
PGIM,PGIM,2599683633.0
PI Investment Managers (Pty) Ltd,PI Investment Managers (Pty) Ltd,3278899635.0
PIM Capital,PIM Capital,466390668.0
PIM Capital (Guernsey) limited,PIM Capital (Guernsey) limited,2297633979.0
PIM Capital Ltd PCC,PIM Capital Ltd PCC,1317970456.0
PIM Capital Management Ltd,PIM Capital Management Ltd,4191059056.0
PMK Consulting Services (Pty) Ltd,PMK Consulting Services (Pty) Ltd,3213339946.0
PPS Management Company (Pty) Ltd,PPS Management Company (Pty) Ltd,80268875235.0
PPS Multi-Managers (Pty) Limited,PPS Multi-Managers (Pty) Limited,2090475034.0
PSG Collective Investments,PSG,237143147571.0
PSG Fund Management (Malta) Limited,PSG,68163363559.0
PWM Wealth Management (Pty) Ltd,PWM Wealth Management (Pty) Ltd,10752223707.0
PWS Asset Managers (Pty) Ltd,PWS Asset Managers (Pty) Ltd,2977333911.0
Palmyra Asset Management,Palmyra Asset Management,3819107456.0
PanAgora Asset Management,PanAgora Asset Management,1938104482.0
Pangbourne Asset Management (Channel Islands) Limited,Pangbourne Asset Management (Channel Islands) Limited,652351024.0
Peregrine Capital (Proprietary) Limited,Peregrine Capital (Proprietary) Limited,39617022.0
Peregrine Capital International IC Ltd,Peregrine Capital International IC Ltd,1522998542.0
Peregrine Guernsey Limited,Peregrine Guernsey Limited,58113066656.0
Perpetua Investment Managers,Perpetua Investment Managers,1400562601.0
Personal Trust Intl Mgmt Co,Personal Trust Intl Mgmt Co,13354083196.0
Personal Wealth Management (Pty) Ltd,Personal Wealth Management (Pty) Ltd,519727191.0
Perspective Investment Management,Perspective Investment Management,1041742785.0
Pin Oak Capital (PTY) Ltd,Pin Oak Capital (PTY) Ltd,315492005.0
PineBridge Investments Ireland Ltd,PineBridge Investments Ireland Ltd,27583104549.0
Pinnacle Wealth Management (Pty) Ltd,Pinnacle Wealth Management (Pty) Ltd,127283951.0
Platinum Portfolios (Pty) Ltd,Platinum Portfolios (Pty) Ltd,3122406264.0
Platinum Portfolios Global,Platinum Portfolios Global,1144734539.0
Plexus Wealth,Plexus Wealth,937832141.0
Point Capital Management (Pty) Ltd,Point Capital Management (Pty) Ltd,2042251306.0
Portfolio Analytics Consulting (Pty) Ltd,Portfolio Analytics Consulting (Pty) Ltd,7353898848.0
Portfolio Bureau Investments,Portfolio Bureau Investments,5023404053.0
PortfolioMetrix,PortfolioMetrix,55328731769.0
PortfolioMetrix Asset Management Ltd.,PortfolioMetrix Asset Management Ltd.,6076628259.0
Premier Fund Managers Limited,Premier Fund Managers Limited,2160159199.0
Premier Portfolio Managers Limited,Premier Portfolio Managers Limited,41327355630.0
Prescient Investment Management (Pty) Limited,Prescient,84753697884.0
Prime Collective Investment Schemes Management Company (RF) (PTY) LTD,Prime Collective Investment Schemes Management Company (RF) (PTY) LTD,2712194897.0
Prime Investments ICC Limited,Prime Investments ICC Limited,492706231.0
Private Capital Consult,Private Capital Consult,266814139.0
Private Client Asset Management (Pty) Ltd,Private Client Asset Management (Pty) Ltd,3202175911.0
Professional Provident Society Multi - Managers Proprietary Limited,Professional Provident Society Multi - Managers Proprietary Limited,13002369536.0
Protea Capital Management (Pty) Ltd,Protea Capital Management (Pty) Ltd,779156851.0
Providence Investment Partners,Providence Investment Partners,2180426976.0
Prowess Investment Manager (Pty) Ltd,Prowess Investment Manager (Pty) Ltd,1079734382.0
Public Investment Corporation,Public Investment Corporation,417852060.0
Pyxis Investment Management (Pty) Ltd,Pyxis Investment Management (Pty) Ltd,265794951.0
Pzena Investment Management Europe Limited,Pzena Investment Management Europe Limited,22981792111.0
Quantum Fund Managers (Pty) Ltd,Quantum Fund Managers (Pty) Ltd,2664014312.0
Quattro Fund Managers,Quattro Fund Managers,863688432.0
RAVEN FUNDS (PTY) LTD,RAVEN FUNDS (PTY) LTD,388213631.0
RSA Multi Asset Managers (Pty) Ltd,RSA Multi Asset Managers (Pty) Ltd,771755032.0
Ranmore Fund Management LTD,Ranmore Fund Management LTD,35303481131.0
Rebalance Fund Managers,Rebalance Fund Managers,1278913289.0
Red Oak Capital,Red Oak Capital,783266512.0
Reitway Global (Pty) Ltd,Reitway Global (Pty) Ltd,386994246.0
Remo Asset Management (Pty) Ltd,Remo Asset Management (Pty) Ltd,52266798.0
Rexsolom (PTY) Limited,Rexsolom (PTY) Limited,201803869.0
Rezco Asset Management (PTY) Ltd.,Rezco Asset Management (PTY) Ltd.,3005230534.0
RisCura Invest (Pty) Ltd,RisCura Invest (Pty) Ltd,777020022.0
Robert Cowen Investments,Robert Cowen Investments,1154403089.0
Rock Capital Management,Rock Capital Management,346979273.0
Rowan Capital,Rowan Capital,278290662.0
Roxburgh Asset Management,Roxburgh Asset Management,4718948600.0
Rozendal Partners (Pty) Ltd,Rozendal Partners (Pty) Ltd,839675532.0
Rubrics Asset Management,Rubrics Asset Management,6819115530.0
Russell Investments Limited,Russell Investments Limited,35445649353.0
S-BRO Fondsbestuurders,S-BRO Fondsbestuurders,3758847724.0
SA Asset Management,SA Asset Management,785554963.0
Seilern International AG,SEI,28871797258.0
SEI Investments Global Limited,SEI,152839623493.0
SEI Investments Canada Company,SEI,15707209775.0
SIS Management Company Limited,SIS Management Company Limited,10079463892.0
STANLIB Investment Management Services,STANLIB,683128604.0
STANLIB Collective Investments (RF) (Pty) Limited,STANLIB,14665461869.0
STANLIB Multi-Manager,STANLIB,9674819291.0
STANLIB Fund Managers Jersey Limited,STANLIB,95026931425.0
STANLIB Asset Management (Pty) Limited,STANLIB,334323149472.0
STANLIB Lesotho,STANLIB,5735199017.0
STRATEGIQ Capital,STRATEGIQ Capital,804206064.0
Saffron Wealth (Pty) Ltd,Saffron Wealth (Pty) Ltd,2725422653.0
Sage Multi Managers (Pty) Ltd,Sage Multi Managers (Pty) Ltd,2159419131.0
Saltlight Capital Management (Pty) Ltd,Saltlight Capital Management (Pty) Ltd,328592212.0
Salvo Investment Managers (Pty) Ltd,Salvo Investment Managers (Pty) Ltd,2178916117.0
Sands Capital Funds PLC,Sands Capital Funds PLC,2844482100.0
"Sands Capital Management, LLC","Sands Capital Management, LLC",97293735354.0
Sanlam Private Wealth Pty Ltd,Sanlam,1169285045.0
Sanlam Investment Management (Pty) Limited,Sanlam,158624365124.0
Sanlam Multi Managers International (Pty) Ltd,Sanlam,95025191729.0
Sanlam Asset Management (Ireland) Limited,Sanlam,61667434001.0
Sanlam Private Wealth,Sanlam,3093575229.0
Sanlam Collective Investments,Sanlam,301276705.0
Sarasin Funds Management (Ireland) Ltd.,Sarasin Funds Management (Ireland) Ltd.,22519603293.0
Sarasin Investment Funds Ltd,Sarasin Investment Funds Ltd,5747286464.0
Sasfin Asset Managers (Pty) Ltd,Sasfin Asset Managers (Pty) Ltd,23640313485.0
Satrix Investments,Satrix Investments,391873433.0
Satrix Managers (Pty) Limited,Satrix Managers (Pty) Limited,84104474442.0
Schroder Investment Management (Europe) S.A.,Schroder,267600928302.0
Seed Investment Consultants (Pty) Limited,Seed Investment Consultants (Pty) Limited,3417973292.0
Select Manager (Pty) Ltd,Select Manager (Pty) Ltd,6140879968.0
Sentio Capital Management (Pty) Ltd,Sentio Capital Management (Pty) Ltd,33863239.0
Sentio Capital Managers,Sentio Capital Managers,1155479500.0
Sequoia,Sequoia,463269602.0
Sequoia Capital Management (Pty) Ltd,Sequoia Capital Management (Pty) Ltd,1712154405.0
Sesfikile Capital,Sesfikile Capital,5767495959.0
Signature Private Clients,Signature Private Clients,629087640.0
Simplisiti Asset Management,Simplisiti Asset Management,509472895.0
Skyblue Fund Managers,Skyblue Fund Managers,7647036007.0
SouthChester Investment Managers,SouthChester Investment Managers,3166050336.0
Southern Charter Fund Managers,Southern Charter Fund Managers,2808492785.0
Southern Right Capital SA,Southern Right Capital SA,727448135.0
SouthernCross Capital,SouthernCross Capital,88560605.0
Standard Bank Namibia UT Mgmt,Standard Bank Namibia UT Mgmt,4738075.0
Star Investment Partners,Star Investment Partners,2427244282.0
Starfundsai,Starfundsai,631242506.0
Steer Capital (Pty Ltd),Steer Capital (Pty Ltd),370065574.0
Stenham Asset Management (UK) plc,Stenham Asset Management (UK) plc,1968327861.0
Sterling Investments Management Ltd,Sterling Investments Management Ltd,254295402.0
Sterling Private Client Asset Management (Pty) Limited,Sterling Private Client Asset Management (Pty) Limited,774355155.0
Steyn Capital Management,Steyn Capital Management,1099607747.0
Stone Harbor Investment Partners Limited,Stone Harbor Investment Partners Limited,4323142373.0
Stonehage Fleming Investment Management (South Africa) (Pty) Ltd,Stonehage Fleming Investment Management (South Africa) (Pty) Ltd,5184161573.0
Stonehage Fleming Investment Management Limited,Stonehage Fleming Investment Management Limited,35332425498.0
Strategic Capital Partners,Strategic Capital Partners,45500164.0
Stylo Investments (Pty) Ltd,Stylo Investments (Pty) Ltd,1594462166.0
Sygnia Asset Management (Pty) Ltd,Sygnia Asset Management (Pty) Ltd,40585878738.0
Symmetry,Symmetry,68891413862.0
Synergy Multi Managers (Pty) Ltd,Synergy Multi Managers (Pty) Ltd,2840308163.0
T. Rowe Price (Luxembourg) Management S.à r.l.,T. Rowe Price,149213346317.0
T. Rowe Price International Ltd,T. Rowe Price,115320587.0
TBI Investment Managers (Pty) Ltd,TBI Investment Managers (Pty) Ltd,7343942.0
Taquanta Asset Managers,Taquanta Asset Managers,8577081902.0
Tempo Fund Managers (Pty) Ltd,Tempo Fund Managers (Pty) Ltd,166480498.0
Terebinth Capital (Pty) Ltd,Terebinth Capital (Pty) Ltd,2969907103.0
The Capital Incubator,The Capital Incubator,3170572721.0
The Robert Group (Pty) Ltd,The Robert Group (Pty) Ltd,3030759137.0
Thyme Wealth Management (Pty) Ltd,Thyme Wealth Management (Pty) Ltd,687893471.0
Tresor Wealth (Pty) Ltd,Tresor Wealth (Pty) Ltd,1010928111.0
Truffle Asset Management,Truffle Asset Management,33506975793.0
UBAM,UBAM,132053702.0
UBP Asset Management (Europe) S.A.,UBP Asset Management (Europe) S.A.,1517441077.0
UBS Asset Management (Europe) S.A.,UBS,11222583746.0
Umbra Capital Partners,Umbra Capital Partners,1499144400.0
Umthombo Wealth Pty Ltd,Umthombo Wealth Pty Ltd,794735843.0
Universum Wealth (Pty) Ltd,Universum Wealth (Pty) Ltd,37422770.0
Vertu Capital Ltd,Vertu Capital Ltd,693490796.0
"Virtus Investment Advisers, LLC","Virtus Investment Advisers, LLC",33491150037.0
Visio Fund Management (Pty) Ltd,Visio Fund Management (Pty) Ltd,7880870433.0
Vulcan Value Partners,Vulcan Value Partners,7398360071.0
Vunani Fund Managers (Pty) Ltd,Vunani Fund Managers (Pty) Ltd,7503870552.0
Wealth Associates Asset Management,Wealth Associates Asset Management,4964691673.0
WealthStrat (Pty) Ltd,WealthStrat (Pty) Ltd,9427822651.0
Wealthpoint Capital,Wealthpoint Capital,821612115.0
Wealthvest Investment Management (Pty) Ltd,Wealthvest Investment Management (Pty) Ltd,16413898.0
Wealthworks Investments (Pty) Ltd,Wealthworks Investments (Pty) Ltd,622529134.0
Weaver Investment Management,Weaver Investment Management,1606783457.0
WellsFaber (Pty) Ltd,WellsFaber (Pty) Ltd,705022820.0
Woodland Asset Management (Pty) Ltd,Woodland Asset Management (Pty) Ltd,2170898463.0
Zazove Associates LLC,Zazove Associates LLC,1487894401.0
Zeta Asset Management ICC Limited,Zeta Asset Management ICC Limited,755510492.0
abrdn Investments Luxembourg S.A.,abrdn Investments Luxembourg S.A.,6112429237.0
